id,budget,revenue,release_year,production_companies
135397,150000000,1513528810,2015,Universal Studios
76341,150000000,378436354,2015,Village Roadshow Pictures
262500,110000000,295238201,2015,Summit Entertainment
140607,200000000,2068178225,2015,Lucasfilm
168259,190000000,1506249360,2015,Universal Pictures
281957,135000000,532950503,2015,Regency Enterprises
87101,155000000,440603537,2015,Paramount Pictures
286217,108000000,595380321,2015,Twentieth Century Fox Film Corporation
211672,74000000,1156730962,2015,Universal Pictures
150540,175000000,853708609,2015,Walt Disney Pictures
206647,245000000,880674609,2015,Columbia Pictures
76757,176000003,183987723,2015,Village Roadshow Pictures
264660,15000000,36869414,2015,DNA Films
257344,88000000,243637091,2015,Columbia Pictures
99861,280000000,1405035767,2015,Marvel Studios
273248,44000000,155760117,2015,Double Feature Films
260346,48000000,325771424,2015,Twentieth Century Fox Film Corporation
102899,130000000,518602163,2015,Marvel Studios
150689,95000000,542351353,2015,Walt Disney Pictures
131634,160000000,650523427,2015,Studio Babelsberg
158852,190000000,209035668,2015,Walt Disney Pictures
307081,30000000,91709827,2015,Escape Artists
254128,110000000,470490832,2015,New Line Cinema
216015,40000000,569651467,2015,Focus Features
318846,28000000,133346506,2015,Paramount Pictures
177677,150000000,682330139,2015,Paramount Pictures
214756,68000000,215863606,2015,Universal Pictures
207703,81000000,403802136,2015,Twentieth Century Fox Film Corporation
314365,20000000,88346473,2015,Participant Media
294254,61000000,311256926,2015,Gotham Group
280996,0,29355203,2015,BBC Films
198184,49000000,102069268,2015,Columbia Pictures
254470,29000000,287506194,2015,Universal Pictures
296098,40000000,162610473,2015,DreamWorks SKG
257445,58000000,150170815,2015,Columbia Pictures
264644,6000000,35401758,2015,Element Pictures
339527,0,22354572,2015,Eden Rock Media
105864,175000000,331926147,2015,Walt Disney Pictures
241554,50000000,71561644,2015,Vertigo Entertainment
167073,11000000,62076141,2015,Wildgaze Films
277216,28000000,201634991,2015,New Line Cinema
274854,90000000,140396650,2015,Summit Entertainment
321697,30000000,34441873,2015,Universal Pictures
203801,75000000,108145109,2015,Davis Entertainment
293863,25000000,42629776,2015,Lakeshore Entertainment
325348,10000000,14333790,2015,Bazelevs Production
228161,135000000,368871007,2015,Twentieth Century Fox Film Corporation
286565,12000000,85512300,2015,Fox 2000 Pictures
265208,30000000,0,2015,Current Entertainment
254320,4000000,9064511,2015,Haut et Court
258480,11800000,40272135,2015,Killer Films
257211,35000000,194564672,2015,Waverly Films
253412,55000000,203427584,2015,Universal Pictures
274479,60000000,101134059,2015,Fox 2000 Pictures
257088,105000000,133718711,2015,Studio Babelsberg
295964,20000000,36606743,2015,Double Feature Films
238615,26000000,30523226,2015,Endgame Entertainment
210860,60000000,30418560,2015,Lionsgate
306819,15000000,64191523,2015,Pretty Pictures
201088,70000000,17752940,2015,Universal Pictures
273481,30000000,84025816,2015,Lionsgate
166424,120000001,167977596,2015,Twentieth Century Fox Film Corporation
310131,3500000,40423945,2015,Parts and Labor
238713,65000000,235666219,2015,Twentieth Century Fox Film Corporation
256591,50100000,153962963,2015,Kramer & Sigman Films
249070,35000000,82347656,2015,Twentieth Century Fox Film Corporation
205775,100000000,93820758,2015,Imagine Entertainment
334074,20000000,0,2015,Nu Image Films
312221,35000000,137935567,2015,New Line Cinema
271718,35000000,140795793,2015,Universal Pictures
333352,13000000,32848185,2015,Entertainment One
276907,25000000,42972994,2015,Working Title Films
284289,0,45895,2015,Furthur Films
266647,150000000,128388320,2015,Warner Bros.
347096,0,0,2015,Arrowstorm Entertainment
308369,0,0,2015,Indian Paintbrush
227973,99000000,246233113,2015,Blue Sky Studios
321741,35000000,48623572,2015,Village Roadshow Pictures
296100,25000000,52395996,2015,Sony Pictures
263472,2500000,5214043,2015,Universum Film (UFA)
228205,34000000,63013281,2015,Fox 2000 Pictures
159824,80000000,466183544,2015,Columbia Pictures
333348,17000000,24000000,2015,Imagine Entertainment
285783,35000000,61181942,2015,TriStar Pictures
290764,11000000,1863315,2015,Temple Hill Entertainment
296099,31000000,104384188,2015,New Line Cinema
243688,35000000,95437994,2015,Ghost House Pictures
287424,4000000,187112,2015,Lionsgate
301875,0,2000000,2015,Scott Free Productions
181283,50000000,3324330,2015,Summit Entertainment
328425,5000000,58978653,2015,Blumhouse Productions
274167,50000000,240360392,2015,Paramount Pictures
370687,0,0,2015,Arrowstorm Entertainment
307663,10000000,0,2015,Grindstone Entertainment Group
309809,64000000,97571250,2015,Onyx Films
258509,0,233755553,2015,Regency Enterprises
298382,11930000,18340000,2015,Amazon Studios
272693,8500000,43528634,2015,Wonderland Sound and Vision
283445,10000000,52882018,2015,Alliance Films
256961,30000000,107597242,2015,Columbia Pictures
326359,0,0,2015,Walt Disney Pictures
254302,0,0,2015,Ingenious Media
241251,4000000,50163103,2015,Universal Pictures
292040,0,0,2015,BBC Films
188222,30000000,49263404,2015,Warner Bros.
252838,23000000,79799880,2015,Miramax Films
273477,15000000,14860766,2015,Paramount Pictures
298312,5000000,98450062,2015,Blumhouse Productions
261023,53000000,99775678,2015,Infinitum Nihil
336004,8900000,50136,2015,Emmett/Furla Films
287903,15000000,61548707,2015,Universal Pictures
182560,20000000,208588,2015,Denver and Delilah Productions
192141,5000000,54418872,2015,Bold Films
308639,700000,17986781,2015,Forest Whitaker's Significant Productions
261392,28000000,28208085,2015,Concorde Filmverleih
304357,11000000,61619773,2015,BBC Films
297291,0,0,2015,Universal Pictures
266294,30000000,105011053,2015,Little Stranger
227719,12000000,32248241,2015,Paramount Pictures
86828,0,5189646,2015,Premiere Picture
287948,25000000,72629670,2015,EuropaCorp
201085,55000000,74679822,2015,Legendary Pictures
277355,0,0,2015,Crime Scene Pictures
264999,14800000,122413057,2015,Warner Bros.
146301,10000000,78099553,2015,Paramount Pictures
223485,0,229094,2015,The New Zealand Film Commission
294016,15000000,8235661,2015,Groundswell Productions
290751,19500000,32189727,2015,Ingenious Media
309245,0,2500431,2015,RT Features
228165,74000000,311594032,2015,Paramount Pictures
245706,0,4719695,2015,Plan B Entertainment
272878,20000000,43967255,2015,Sunswept Entertainment
263109,0,59700000,2015,Aardman Animations
157827,11000000,0,2015,Motlys
321751,0,1702433,2015,Reposado Producciones
266396,40000000,10664749,2015,StudioCanal
277685,1000000,62882090,2015,Bazelevs Production
268920,35000000,51680201,2015,New Line Cinema
280092,10000000,104303851,2015,Sony Pictures
193687,0,118483,2015,Palomar Pictures
300803,0,0,2015,Raffaella Productions
328589,6000000,41387687,2015,BBC Films
228066,40000000,34227298,2015,Twentieth Century Fox Film Corporation
378373,0,0,2015,Terra Mater Factual Studios
291270,8000000,3759286,2015,Starburns Industries
294963,1800000,0,2015,Caliber Media Company
241257,0,17671101,2015,The Weinstein Company
245698,0,0,2015,Material Pictures
353326,0,11472454,2015,Animus Films
346808,20000000,0,2015,Thaba Media
250124,2000000,1477002,2015,Caviar Films
290637,0,0,2015,Voltage Films
244458,0,0,2015,Studio Babelsberg
308504,0,3643591,2015,Czech Anglo Productions
314405,12000000,0,2015,HanWay Films
282984,11000000,27391084,2015,Sony Pictures
157843,15000000,0,2015,Benaroya Pictures
275601,18000000,41325328,2015,Columbia TriStar
290762,0,0,2015,S Films
251516,630019,0,2015,Laser Unicorns
304372,12000000,60273173,2015,Screen Gems
324807,0,1936524,2015,StudioCanal
252512,10000000,7587485,2015,Scott Rudin Productions
257091,40000000,106511453,2015,Gary Sanchez Productions
228968,0,0,2015,Umedia
347969,60000000,0,2015,Happy Madison Productions
237756,0,0,2015,Parabolic Pictures
293646,25000000,24902723,2015,Alcon Entertainment
245168,14000000,16002420,2015,Ruby Films
311291,0,0,2015,The Bureau
301351,6000000,11122090,2015,Working Title Films
248574,0,6075,2015,A24
225728,0,13192457,2015,Studio Canal
326425,0,16775,2015,Emmett/Furla Films
342474,0,0,2015,MM Productions
277217,0,0,2015,Walt Disney Television
207936,0,0,2015,Echo Films
250734,0,30229977,2015,Fox Searchlight Pictures
249688,0,3002884,2015,A24
268238,10000000,85978266,2015,Participant Media
256962,20000000,6420319,2015,Metanoia Films
322456,0,0,2015,Warner Bros. Animation
302528,0,1986615,2015,Serendipity Point Films
222936,37000000,26250020,2015,Columbia Pictures
316002,26000000,0,2015,K. JAM Media
365806,0,0,2015,343 Industries
10317,28000000,7002261,2015,Participant Media
334538,0,0,2015,Rhombus Media
306947,0,231737,2015,Pandastorm Pictures
328901,0,0,2015,KSM
382517,0,0,2015,Sony Pictures Animation
310133,0,134552,2015,Park Pictures
237584,0,0,2015,Atlas Independent
288036,0,3214116,2015,Sidney Kimmel Entertainment
354110,11000000,0,2015,Minds Eye Entertainment
331781,0,8413144,2015,On The Corner Films
253161,0,0,2015,A Company Filmproduktionsgesellschaft
312831,0,0,2015,Prescience
316322,0,0,2015,Mattel Playground Productions
301846,0,0,2015,Starchild Pictures
306745,7000000,573335,2015,Double Feature Films
332340,0,0,2015,Big Talk Productions
292431,3000000,695269,2015,Wild Bunch
300693,9600000,2541554,2015,Echo Lake Entertainment
333381,0,0,2015,Voltage Pictures
256924,10000000,10835752,2015,Big Indie Pictures
253414,15000000,3020664,2015,Shangri-La Entertainment
254172,2240000,0,2015,Andrea Leone Films
320588,1000000,14444999,2015,Red Crown Productions
157544,13000000,1784763,2015,Lakeshore Entertainment
283235,8000000,1411927,2015,Imagenation Abu Dhabi FZ
243938,14000000,12314651,2015,Paramount Pictures
86835,0,0,2015,Waypoint Entertainment
254905,4000000,143101,2015,Worldview Entertainment
309242,0,0,2015,Electric City Entertainment
332502,0,0,2015,New Artists Alliance
286192,0,0,2015,Pixar Animation Studios
284674,0,0,2015,Automatik Entertainment
360055,0,0,2015,Mainstay Productions
352179,0,0,2015,Eclectic pictures
246127,0,8034,2015,Neue Road Movies
338676,0,0,2015,Vaca Films
330982,0,0,2015,Hepp Film
232572,8000000,35991087,2015,Wildwood Enterprises
112454,0,0,2015,Zed Filmworks
243940,3300000,64110728,2015,Lionsgate
321528,0,0,2015,Warner Bros. Animation
317744,8000000,0,2015,Hyde Park Entertainment
239573,35000000,14431253,2015,Studio Babelsberg
167810,2000000,45431,2015,Bold Films
319075,0,0,2015,HBO Documentary Films
316042,0,0,2015,Rhombus Media
334527,7000000,0,2015,NeeNee Productions
300153,12000000,0,2015,See-Saw Films
228203,0,45710059,2015,Walt Disney Pictures
332704,0,0,2015,Head Gear Films
278236,0,0,2015,Original Pictures
276839,3000000,0,2015,Darko Entertainment
326215,6000000,0,2015,Skyline Entertainment
363689,0,0,2015,Lighthouse Pictures
318256,0,0,2015,Two to Tangle Productions
299245,100000,42664410,2015,New Line Cinema
333344,0,0,2015,Horsethief Pictures
357096,0,0,2015,Cinetel Films
309299,0,0,2015,FJ Productions
314385,10000000,3334927,2015,Plan B Entertainment
333596,0,0,2015,Sony Pictures
361042,0,0,2015,Sonar Entertainment
353686,0,0,2015,Blumhouse Productions
318954,0,1236094,2015,Burns Family Studios
289191,0,0,2015,Zentropa Entertainments
324333,0,0,2015,Patriot Pictures
252164,0,0,2015,Isle of Man Film
360784,0,0,2015,Primal Pictures
336313,0,157768,2015,Freestyle Releasing
240483,21000000,0,2015,British Film Institute (BFI)
321494,0,0,2015,Living Films
353595,0,0,2015,Warner Bros. Animation
264337,0,0,2015,Brookwell-McNamara Entertainment
289716,0,0,2015,Myriad Pictures
296065,0,0,2015,Skyra Entertainment
337029,0,0,2015,Eclectic pictures
317952,0,0,2015,The Documentary Group
325358,20000000,0,2015,The Safran Company
272548,0,0,2015,Nexus Factory
340275,0,0,2015,40 Acres & A Mule Filmworks
309887,5300000,0,2015,Sense and Sensibility Ventures
302429,0,13603453,2015,Lucasfilm
253331,9000000,21571189,2015,Treehouse Pictures
293771,0,0,2015,Di Bonaventura Pictures
323373,0,0,2015,The New Zealand Film Commission
323027,0,0,2015,DC Comics
297806,13000000,1646788,2015,Bron Studios
253626,0,316472,2015,Voltage Pictures
354251,0,0,2015,Willowbrook Regent Films
329637,0,0,2015,ST Renegades
257444,0,0,2015,Chiller Films
355338,0,0,2015,Walt Disney Pictures
271736,0,3286448,2015,StudioCanal
309581,0,0,2015,A&E Television Networks
293970,0,0,2015,Groundswell Productions
279690,0,0,2015,Alternate Ending Studios
364067,0,0,2015,American Zoetrope
318922,0,0,2015,Altitude Film Entertainment
335077,0,0,2015,Mr.Monster
266639,5000000,2333684,2015,Universal Pictures
274504,0,0,2015,RabbitBandini Productions
244316,10000000,0,2015,Purple Pictures
352208,0,0,2015,Dog Eat Dog Films
283587,6000000,90777,2015,Participant Media
311539,0,0,2015,Copperheart Entertainment
277713,0,0,2015,Iris productions
347945,0,4505,2015,Pop Films
344854,0,0,2015,Kojo Pictures
234212,3000000,3387000,2015,Icon Entertainment International
283596,0,0,2015,Sigma Films Ltd.
250225,1000000,0,2015,Pioneer Pictures
307479,0,0,2015,WANGO Films
339145,0,0,2015,Varient Busted Buggy Entertainmen
323660,0,0,2015,The Asylum
308638,447524,771317,2015,Ealing Studios
359983,0,0,2015,Walt Disney Television Animation
300155,0,228136,2015,Ecosse Films
328595,0,0,2015,Fox Digital Studios
327528,0,830129,2015,New Real Films
329540,1950000,0,2015,WWE Studios
306964,0,0,2015,Epic Pictures Group
360387,1000000,0,2015,ETA films
362185,0,0,2015,Status Media & Entertainment
94365,0,0,2015,Six Entertainment
241855,0,49970,2015,XYZ Films
322518,0,0,2015,Darius Films
291272,0,0,2015,Dark Sky Films
324963,0,0,2015,Mattel Playground Productions
342927,0,0,2015,The Asylum
361159,0,0,2015,Hollywood Media Bridge
365805,0,0,2015,IW Wrecker Productions
351964,0,0,2015,Skyhook Productions
362057,0,0,2015,Blumhouse Productions
137333,0,0,2015,Accelerated Matter
317198,0,0,2015,Muse Entertainment Enterprises
57876,5000000,0,2015,Insurge Pictures
339533,0,0,2015,The Asylum
277546,6000000,0,2015,Paper Street Films
306482,0,0,2015,Warp Films Australia
362105,4400000,0,2015,EveryWhere Studios
245846,10000000,17472,2015,Worldview Entertainment
330112,0,0,2015,Head Gear Films
322766,0,0,2015,Sony Pictures Television
361931,0,0,2015,On The Corner Films
318224,0,0,2015,Jigsaw Productions
309503,0,0,2015,Protozoa Pictures
348811,0,0,2015,VMI Worldwide
310135,0,0,2015,Epic Pictures Group
355111,0,0,2015,Mattel
335866,0,0,2015,Votiv Films
295592,0,16661077,2015,Disneynature
335970,0,0,2015,Happy Madison Productions
366142,0,0,2015,Illumination Entertainment
310121,0,7449681,2015,Northern Lights Films
361263,0,0,2015,Sony Pictures Television
324308,0,494506,2015,Magnolia Pictures
326923,0,0,2015,Johnson Production Group
356842,0,0,2015,BBC Films
339530,0,0,2015,Universal 1440 Entertainment
331190,2000000,2801508,2015,Itaca Films
301729,0,0,2015,Storm Vision Entertainment
395883,0,0,2015,Ambi Pictures
356300,0,0,2015,Neophyte Productions
218784,0,70958,2015,Columbia Pictures
310137,0,0,2015,Dark Factory Entertainment
342917,0,0,2015,Warner Bros. Animation
79698,27000000,0,2015,Corsan
337960,0,0,2015,Goalpost Pictures
296130,0,0,2015,Dark Dunes Productions
327418,0,0,2015,Warner Bros. Animation
246133,0,0,2015,The Made Bed Productions
328869,0,0,2015,Bron Studios
308032,0,643557,2015,Abandon Pictures
329829,0,0,2015,Starhaus Filmproduktion
330544,0,0,2015,The Zanuck Company
299551,0,0,2015,The Safran Company
207270,0,0,2015,Tall Man Films
307946,0,0,2015,Egoli Tossell Film
356905,0,0,2015,WTFN Entertainment
345637,0,0,2015,Pixar Animation Studios
284286,0,3447633,2015,Broad Green Pictures
340816,0,0,2015,Unstuck
331446,0,0,2015,The Asylum
351901,0,0,2015,WWE Studios
357681,0,0,2015,First Movie Companie
333657,0,4444,2015,Radar Pictures
336845,0,0,2015,Lifetime Network
343795,5000000,4842699,2015,Emmett/Furla Films
294562,0,0,2015,Cinetel Films
297556,3500000,0,2015,DC Comics
354743,0,0,2015,Hartswood Films
157422,0,0,2015,After Dark Films
316885,0,0,2015,Blenkov & Schønnemann Pictures
228973,0,0,2015,Téléfilm Canada
320048,500000,0,2015,Start Motion Pictures
359305,0,0,2015,BBC
329004,0,0,2015,K5 International
362180,0,0,2015,Arcadia Motion Pictures
243752,0,0,2015,Wernham Entertainment
291866,0,0,2015,Midnight Road Entertainment
330127,0,0,2015,Malka Media Group
323694,0,0,2015,Charlie Productions
334028,0,0,2015,Caliber Media Company
354924,1000000,0,2015,Centron Pictures
368256,0,0,2015,Caliber Media Company
347847,0,0,2015,Scatena & Rosner Films
295490,0,0,2015,Lucky Coffee Productions
291865,0,0,2015,MPI Pictures
334531,20000000,0,2015,Paul Schiff Productions
324803,0,0,2015,Hiding in the Attic
339355,0,0,2015,Ascot Elite Home Entertainment
309304,600000,7087452,2015,Depth of Field
306966,0,0,2015,Filmax Group
226458,0,0,2015,GO Productions
339148,0,0,2015,Unbound Feet Productions
347754,0,0,2015,Universal Pictures
326284,7500000,0,2015,Odyssey Media
317144,0,0,2015,Raw TV
277558,0,0,2015,NGN Productions
338928,0,2642899,2015,Participant Media
291189,0,0,2015,Unified Pictures
309425,0,0,2015,Believe Entertainment
287689,0,0,2015,HBO Films
325189,0,0,2015,Disney Channel
298582,1500000,0,2015,Carmel Creek Productions
301228,1500000,0,2015,T Squared Film
343934,0,0,2015,Paramount Pictures
296025,0,0,2015,Aloupis Productions
371442,0,0,2015,Eastside Films
325173,0,0,2015,Bleiberg Entertainment
282313,0,0,2015,FilmBuff
300542,0,0,2015,Washington Square Films
318044,0,0,2015,NetFlix
316715,0,0,2015,Feelgood Fiction
308027,0,0,2015,Beachside Films
355020,0,0,2015,Passion Pictures
323665,0,0,2015,Traction Media
347548,0,0,2015,Bright Cold Day Films
353345,0,0,2015,WT Canada Productions
323370,0,0,2015,Campfire LLC
337958,0,0,2015,Last Cab Productions
333674,0,0,2015,Room 101
301728,0,0,2015,Storm Vision Entertainment
256030,0,0,2015,WithanO Productions
300666,0,0,2015,Strings of Films
347642,0,0,2015,Black Fawn Films
373558,0,0,2015,Apple Inc.
367326,0,0,2015,Twentieth Century Fox Film Corporation
329205,0,0,2015,J.B.J Film
386501,0,0,2015,Side Gig Productions
321769,0,0,2015,Epix
251471,650000,0,2015,Global Emerging Markets (GEM)
174340,0,0,2015,Fresh One Productions
309298,0,0,2015,Lions Gate Films
285840,0,0,2015,Astron-6 Video International
308077,0,0,2015,Versatile Film
321109,0,0,2015,BBC
341886,0,0,2015,Raven Banner Entertainment
308024,0,1100000,2015,Duplass Brothers Productions
356216,2500000,0,2015,Carnaby International
311615,0,0,2015,Awesomeness Films
333873,0,0,2015,20th Century Fox
293941,0,0,2015,Vision Films
294132,0,104507,2015,Burn Later Productions
301629,0,0,2015,Andrea Sperling Productions
331592,0,0,2015,Young Medium
342464,0,0,2015,Sundial Pictures
332976,0,0,2015,Steamroller Productions
367551,0,0,2015,Screen Media Films
353610,0,0,2015,WWE Studios
316410,0,0,2015,The Asylum
106845,9500000,0,2015,Signature Pictures
323966,0,0,2015,Raging Pictures
354857,3000000,0,2015,Cartoon Network Studios
333653,0,0,2015,A+E Studios
323366,0,0,2015,Alexander Groupe
75861,3400000,0,2015,Two Streets Entertainment
283698,0,6921,2015,Rai Cinema
329020,0,0,2015,Melusine Productions
323272,3000000,67790117,2015,Provident Films
343921,0,0,2015,Gary Sanchez Productions
361671,0,0,2015,Unframed USA
346494,0,0,2015,Hessischer Rundfunk (HR)
321974,0,0,2015,Jigsaw Productions
363757,0,0,2015,Italian International Film
328820,0,0,2015,KSM Film
359255,0,0,2015,Sinister Siblings Films
355178,0,0,2015,Home Box Office (HBO)
310491,0,0,2015,Element Pictures
319096,0,0,2015,Silver Screen Pictures
360341,0,0,2015,Netflix
329556,1000000,0,2015,Scatena & Rosner Films
241927,0,0,2015,Whizbang Films
287692,0,0,2015,Big Bad Film
321668,0,0,2015,Compound B
315024,0,0,2015,Little Dragon Productions
345944,0,0,2015,Network Entertainment
300686,0,0,2015,Tiberius Film
324253,0,0,2015,Company Name
395560,1300000,0,2015,Ecaveo Capital Partners
312827,0,28281,2015,Campfire
308084,0,0,2015,Duplass Brothers Productions
327029,0,0,2015,Adi Shankar Production
249916,0,0,2015,Parkville Pictures
331161,0,0,2015,Tarnol Group Pictures
244563,0,0,2015,Ad Hominem Enterprises
315855,0,0,2015,National Film Board of Canada
347762,0,0,2015,Marvista Entertainment
320996,0,0,2015,New Wave Entertainment
312797,0,0,2015,Chapman Filmed Entertainment
312804,0,0,2015,BorderLine Films
339751,0,0,2015,Cohen Media Group
351043,3000000,0,2015,Infra-Red Pictures
295595,0,0,2015,Valiant
371758,0,0,2015,British Broadcasting Corporation (BBC)
317981,0,0,2015,Fortress Features
309889,0,0,2015,Safady Entertainment
333103,0,0,2015,Comedy Central
319076,0,0,2015,Passion Pictures
309063,0,0,2015,La Luna Entertainment
355131,0,0,2015,Netflix
332839,0,0,2015,Manis Film
362434,0,0,2015,Hybrid
371759,0,0,2015,British Broadcasting Corporation (BBC)
316761,0,0,2015,Type 55 Films
341077,0,0,2015,Industrial Development Corporation of South Africa
321160,0,0,2015,Lifetime Television
330037,0,0,2015,Dharma Productions
347944,0,0,2015,Lightning Entertainment
279972,0,0,2015,ArieScope Pictures
362439,0,0,2015,Cinetel Films
355600,0,0,2015,Ghoulardi Film Company
308447,0,0,2015,Warner Bros. Animation
348035,0,0,2015,NetFlix
298032,0,0,2015,Grizly Films
371833,0,0,2015,Bentley Productions
300654,0,0,2015,Tandem Pictures
365717,0,0,2015,RatPac Entertainment
321594,0,0,2015,Pig Newton
307931,0,1301696,2015,Verisimilitude
332706,0,0,2015,Super Crispy Entertainment
333377,0,44695,2015,PF Pictures
275696,0,0,2015,New Artists Alliance
326247,0,0,2015,E3W Productions
318973,0,0,2015,Sundial Pictures
273899,13500000,187674,2015,Centropolis Entertainment
321039,0,0,2015,PCB Entertainment
345468,0,0,2015,BoulderLight Pictures
269033,10,0,2015,Island 23 Films
323435,0,0,2015,Bow and Arrow Entertainment
318225,0,0,2015,Beachside Films
291290,0,0,2015,Twisted Pictures
352552,0,0,2015,Matador Films
343981,0,0,2015,Salon Pictures
319067,1000000,0,2015,Motto Pictures
332177,0,0,2015,WWE Studios
254800,0,0,2015,FJ Productions
291151,0,0,2015,Sobras International Pictures
348296,0,0,2015,Tiger Aspect Productions
357974,0,0,2015,Tiberius Film
347258,0,0,2015,Instinct Entertainment
312793,0,0,2015,Splendid Film
340361,0,0,2015,Gaumont
306943,0,0,2015,BCDF Pictures
324325,0,0,2015,Small Package Films
321640,0,0,2015,Blumhouse Productions
309919,2000000,0,2015,Myriad Pictures
303867,0,0,2015,Bitter Films
325365,0,0,2015,Rakontur
330916,0,0,2015,Whitewater Films
273599,0,0,2015,Seven8 Media
333620,0,0,2015,Johnson Production Group
253303,0,13684,2015,Sob Noisse Movies
356846,0,0,2015,BBC Films
331501,0,0,2015,Screen Yorkshire
361043,0,0,2015,Ruthless Pictures
329289,0,0,2015,Good Universe
339928,0,732655,2015,Escapology
367735,0,0,2015,3 Arts Entertainment
157336,165000000,621752480,2014,Paramount Pictures
118340,170000000,773312399,2014,Marvel Studios
100402,170000000,714766572,2014,Marvel Studios
245891,20000000,78739897,2014,Thunder Road Pictures
131631,125000000,752100229,2014,Lionsgate
122917,250000000,955119788,2014,WingNut Films
177572,165000000,652105443,2014,Walt Disney Pictures
205596,14000000,233555708,2014,Black Bear Pictures
198663,34000000,348319861,2014,Ingenious Media
194662,18000000,103215094,2014,Worldview Entertainment
210577,61000000,369330363,2014,Twentieth Century Fox Film Corporation
228150,68000000,211817906,2014,Columbia Pictures
181533,127000000,349424282,2014,Twentieth Century Fox Film Corporation
157350,85000000,288747895,2014,Summit Entertainment
127585,250000000,746000000,2014,Twentieth Century Fox Film Corporation
240832,40000000,463360063,2014,Universal Pictures
98566,125000000,477200000,2014,Paramount Pictures
225886,40000000,126069509,2014,Escape Artists
242582,8500000,38697217,2014,Bold Films
91314,210000000,245500000,2014,Paramount Pictures
120467,30000000,174600318,2014,Fox Searchlight Pictures
244786,3300000,13993093,2014,Bold Films
119450,170000000,708200000,2014,Ingenious Media
156022,55000000,192330738,2014,Columbia Pictures
227159,42000000,106645357,2014,New Line Cinema
102382,200000000,705717432,2014,Columbia Pictures
137113,178000000,370541256,2014,Village Roadshow Pictures
228967,44000000,11305175,2014,Columbia TriStar
190859,58800000,542307423,2014,Village Roadshow Pictures
147441,140000000,268031828,2014,Scott Free Productions
124905,160000000,529076069,2014,Toho Company
102651,180000000,758410378,2014,Walt Disney Pictures
254904,15000000,32556119,2014,Irish Dreamtime
242512,5000000,102529779,2014,Universal Pictures
82702,145000000,609123048,2014,DreamWorks Animation
270303,2000000,13500000,2014,Northern Lights Films
138103,90000000,206172544,2014,Davis-Films
137106,60000000,469160692,2014,Village Roadshow Pictures
72784,13000000,0,2014,Dark Castle Entertainment
68737,95000000,114178613,2014,Legendary Pictures
266856,15000000,121201940,2014,Working Title Films
193893,17000000,136621271,2014,Twentieth Century Fox Film Corporation
49017,70000000,215529201,2014,Universal Pictures
270946,132000000,373552094,2014,DreamWorks Animation
224141,50000000,212902372,2014,Walt Disney Pictures
53182,110000000,337580051,2014,Legendary Pictures
227156,25000000,66980456,2014,The Weinstein Company
187017,50000000,188441614,2014,Columbia Pictures
169917,28000000,53181600,2014,Double Feature Films
116149,55000000,259207227,2014,The Weinstein Company
284276,7000000,2360281,2014,Echo Films
212778,11000000,45967935,2014,Open Road Films
238636,9000000,108782847,2014,Universal Pictures
218043,16000000,19682924,2014,Stoney Lake Entertainment
85350,4000000,44349000,2014,Detour Filmproduction
241239,20000000,12007070,2014,Participant Media
184315,100000000,243400000,2014,Paramount Pictures
86834,125000000,362637473,2014,Paramount Pictures
205587,50000000,83719388,2014,Village Roadshow Pictures
256092,12000000,0,2014,Odyssey Media
232672,40000000,123494610,2014,Happy Madison Productions
195589,18000000,268157400,2014,Universal Pictures
249164,11000000,78874843,2014,New Line Cinema
243683,45000000,86165646,2014,Summit Entertainment
200727,0,4439431,2014,Constantin Film
222935,12000000,305151265,2014,Fox 2000 Pictures
244267,0,336472,2014,Verisimilitude
168530,25000000,153997819,2014,Universal Pictures
244761,0,1075178,2014,Ego Film Arts
171274,20000000,11110975,2014,Ghoulardi Film Company
137094,60000000,50549107,2014,Paramount Pictures
225574,50000000,222809600,2014,StudioCanal
206487,5500000,3000000,2014,Screen Australia
262543,7000000,0,2014,Green Moon Productions
321068,0,0,2014,Arrowstorm Entertainment
154400,12600000,18658381,2014,Fox Searchlight Pictures
97020,120000000,239379423,2014,Columbia Pictures
157353,100000000,103039258,2014,Alcon Entertainment
193610,40000000,196781193,2014,Twentieth Century Fox Film Corporation
82703,145000000,272912430,2014,20th Century Fox
286532,0,0,2014,Sycamore Pictures
189,65000000,39407616,2014,Miramax Films
297270,0,0,2014,Walt Disney Pictures
172385,103000000,500188435,2014,Blue Sky Studios
100042,40000000,169837010,2014,New Line Cinema
204922,0,15060457,2014,StudioCanal
152760,70000000,154984035,2014,Columbia Pictures
227306,65000000,163442937,2014,Legendary Pictures
273895,20000000,66787908,2014,Plan B Entertainment
265177,4900000,3494070,2014,Téléfilm Canada
255343,17000000,0,2014,Nexus Factory
175112,0,20300000,2014,DisneyToon Studios
228970,15000000,52501541,2014,Fox Searchlight Pictures
76649,130000000,117831631,2014,Impact Pictures
239571,26000000,35926213,2014,Relativity Media
196867,65000000,133821816,2014,Columbia Pictures
207933,0,0,2014,Icon Productions
228326,50000000,97437106,2014,Twentieth Century Fox Film Corporation
239563,13000000,54837234,2014,The Weinstein Company
136797,66000000,203277636,2014,DreamWorks SKG
286554,0,18612,2014,Demarest Films
262338,0,0,2014,Maguire Entertainment
228194,22000000,88880821,2014,Amblin Entertainment
170687,60000000,108255770,2014,Laika Entertainment
