id,budget,revenue,release_year,production_companies
11064,20000000,45833132,1985,Lawrence Gordon Productions
11864,0,12303411,1985,SLM Production Group
45408,0,0,1985,Golden Way Films Ltd.
17898,0,0,1985,Famous Films (II)
20348,0,0,1985,Warner Bros.
21627,3000000,0,1985,Renaissance Pictures
11904,18000000,0,1985,Amblin Entertainment
12775,6500000,0,1985,Riverside Pictures
11893,9000000,7936012,1985,Golan-Globus Productions
26578,0,0,1985,Hemdale Film
13155,25000000,11137801,1985,Silver Screen Partners II
18252,0,4122748,1985,Silver Screen Partners II
12235,15000000,0,1985,Delphi IV Productions
27064,5000000,502758,1985,Lucasfilm Ltd.
29794,0,0,1985,Cinema '84/Greenberg Brothers Partnership
14040,0,1400000,1985,WW Production
9846,0,17307019,1985,SLM Production Group
13938,10000000,25754284,1985,Motown Productions
18502,1700000,0,1985,Larco Productions
42044,0,0,1985,Ministère de la Culture de la Republique Française
49370,19000000,12918858,1985,Delphi III Productions
24548,11500000,0,1985,Triton
11240,860000,2451545,1985,Working Title Films
50211,0,0,1985,Arturo Production
12764,2410000,10755447,1985,The Cannon Group
15982,0,0,1985,Delphi III Productions
30069,0,0,1985,Warner Bros.
674,150000000,895921036,2005,Warner Bros.
272,150000000,374218673,2005,Legendary Pictures
411,180000000,748806957,2005,Walden Media
752,54000000,132511035,2005,DC Comics
187,40000000,158733820,2005,Troublemaker Studios
118,150000000,474968763,2005,The Zanuck Company
7453,50000000,104478416,2005,Everyman Pictures
1635,126000000,162949164,2005,Warner Bros.
953,75000000,532680671,2005,Pacific Data Images (PDI)
9738,100000000,330579719,2005,1492 Pictures
561,100000000,230427240,2005,DC Comics
9522,40000000,285176741,2005,Tapestry Films
8202,62000000,52304001,2005,Lakeshore Entertainment
10022,56000000,113006880,2005,Spyglass Entertainment
74,132000000,591739379,2005,DreamWorks SKG
1904,85000000,162242962,2005,Spyglass Entertainment
6957,26000000,109449237,2005,Apatow Productions
9982,150000000,314432665,2005,Walt Disney Feature Animation
8488,70000000,368100420,2005,Overbrook Entertainment
9335,32000000,85167639,2005,Twentieth Century Fox Film Corporation
2313,0,0,2005,Team Todd
11283,25000000,122489822,2005,Three Strange Angels
1495,130000000,211643158,2005,Twentieth Century Fox Film Corporation
4379,43000000,154749918,2005,Spring Creek Productions
254,207000000,550000000,2005,Universal Pictures
4551,53000000,95226116,2005,Jersey Films
11968,50000000,44434439,2005,Mandalay Pictures
4348,28000000,121147947,2005,StudioCanal
142,14000000,178043761,2005,Alberta Film Entertainment
9928,75000000,260696994,2005,Twentieth Century Fox Animation
13417,0,0,2005,Toon City
11679,87000000,71073932,2005,Columbia Pictures Corporation
9779,25000000,39053061,2005,Alcon Entertainment
787,110000000,478207520,2005,Weed Road Pictures
1656,75000000,142400065,2005,Columbia Pictures Corporation
1830,42000000,24127895,2005,Ascendant Pictures
6795,65000000,64321501,2005,Teitler Film
9947,43000000,56681566,2005,Regency Enterprises
10320,0,161451538,2005,BenderSpink
3933,40000000,117195061,2005,Will Vinton Studios
533,30000000,192452832,2005,DreamWorks Animation
2800,70000000,88933562,2005,Section Eight
14174,2200000,0,2005,Optix Digital Pictures
9667,29000000,21126225,2005,Mandalay Pictures
25,72000000,96889998,2005,Neal Street Productions
9392,0,0,2005,Pathé
16320,39000000,38869464,2005,Barry Mendel Productions
215,4000000,152925093,2005,Got Films
9007,58000000,102854431,2005,MacDonald/Parkes Productions
11451,50000000,66002004,2005,Robert Simonds Productions
9621,57000000,52034889,2005,Cruise/Wagner Productions
8292,45000000,92374674,2005,Di Bonaventura Pictures
1690,4800000,80578934,2005,Raw Nerve
5236,15000000,15785148,2005,Warner Bros.
921,88000000,108539911,2005,Imagine Entertainment
10982,15000000,51053787,2005,Kanbar Entertainment
11096,25000000,122644820,2005,Fox 2000 Pictures
9722,85000000,131426169,2005,Red Wagon Entertainment
11931,0,83073883,2005,Deuce Three Productions
8814,60000000,55987321,2005,John Wells Productions
10033,0,50817508,2005,Cinezeta
11431,30000000,50451307,2005,Wildgaze Films
9777,20000000,7535331,2005,Endgame Entertainment
179,80000000,162944923,2005,StudioCanal
4442,88000000,105316267,2005,Summit Entertainment
1947,30000000,18618284,2005,Revolution Studios
2026,52000000,77944725,2005,Cheyenne Enterprises
6519,50000000,110803676,2005,Gerber Pictures
612,70000000,130358911,2005,Universal Pictures
8643,19000000,144216468,2005,Firm Films
9388,6500000,24793509,2005,Room 9 Entertainment
11453,22000000,22400154,2005,Out of the Blue... Entertainment
231,50000000,94000000,2005,Warner Bros.
10214,84000000,0,2005,Pathé Distribution
8999,22000000,57479076,2005,Di Bonaventura Pictures
257,50000000,42093706,2005,ETIC Films
9913,43000000,91974818,2005,MFPV Film
5289,12000000,10289,2005,Epsilon Motion Pictures
3291,7000000,54600000,2005,Section Eight Productions
7214,30000000,76669806,2005,MTV Films
59,32000000,60740827,2005,DC Comics
10065,19000000,108047131,2005,Dimension Films
7552,100000000,202026112,2005,Columbia Pictures Corporation
10027,45000000,50871113,2005,Current Entertainment
7233,45000000,16809014,2005,Robert Simonds Productions
11638,35000000,68915888,2005,Regency Enterprises
9910,35000000,30526509,2005,Morgan Creek Productions
9315,55000000,223387299,2005,Touchstone Pictures
8978,30000000,35294470,2005,Why Not Productions
308,10000000,45742101,2005,Focus Features
6963,20000000,12482775,2005,Escape Artists
10851,0,0,2005,Isle of Man Film
9885,1000000,27762648,2005,South Australian Film Corporation
11683,15000000,46770602,2005,Atmosphere Entertainment MM
10040,0,0,2005,Castle Rock Entertainment
10070,0,658573,2005,Dimension Films
69,28000000,186438883,2005,Konrad Pictures
8976,30000000,42886719,2005,Kevin Messick Productions
10060,40000000,46442528,2005,MTV Films
10012,35000000,19294901,2005,Outerbanks Entertainment
8066,50000000,8342132,2005,Regency Enterprises
13374,25000000,27645491,2005,Bridget Johnson Films
9291,82000000,190320568,2005,Columbia Pictures Corporation
7553,3000000,18637690,2005,Eden Rock Media
11637,32000000,97918663,2005,Revolution Studios
10077,80000000,5989640,2005,Franchise Pictures
7515,0,0,2005,Silver Nitrate Films
791,18000000,46201432,2005,Debra Hill Productions
10048,135000000,76932943,2005,Original Film
6961,15000000,47175038,2005,26 Films
9912,25000000,0,2005,2929 Productions
9681,0,37691644,2005,Touchstone Pictures
7364,130000000,119269486,2005,Bristol Bay Productions
398,7000000,49084830,2005,Cooper's Town Productions
14175,35000000,19478106,2005,Scanbox
1985,25000000,82466670,2005,Epsilon Motion Pictures
1544,0,2455831,2005,Filmstiftung Nordrhein-Westfalen
10066,40000000,68766121,2005,Dark Castle Entertainment
13922,80000000,10166502,2005,Lawrence Bender Productions
9923,50000000,22944502,2005,Davis-Films
18500,0,0,2005,David Evans Pictures
14199,50000000,69425966,2005,Dimension Films
16553,0,1117920,2005,Epsilon Motion Pictures
10064,0,0,2005,Millennium Films
8053,15000000,12036149,2005,EuropaCorp
9763,30000000,27610873,2005,Milkshake Films
11804,10000000,91196419,2005,Brightlight Pictures
11400,30000000,30536013,2005,First Foot Films
1951,14200000,674918,2005,Danmarks Radio (DR)
27902,0,0,2005,Santo Domingo Film & Music Video
11459,35000000,86369815,2005,Gunn Films
11460,26000000,57891803,2005,Craven-Maddalena Films
11348,0,0,2005,Future Films
20910,0,0,2005,Jim Henson Productions
10008,0,0,2005,Allan Zeman Productions
22473,0,0,2005,Neverwas Productions
5471,0,92076,2005,Spice Factory
340,7000000,2697930,2005,Stillking Films
17113,1500000,712294,2005,Initial Entertainment Group (IEG)
13499,45000000,72028752,2005,Columbia Pictures Corporation
17124,0,0,2005,Lightning Entertainment
9899,45000000,38058335,2005,Gaumont Columbia Tristar Films
14375,818418,4851244,2005,Cattleya
17035,0,0,2005,N1 European Film Produktions GmbH & Co. KG
546,1000000,13350369,2005,The Weinstein Company
10913,0,0,2005,Nimbus Film Productions
1696,0,0,2005,Cinerenta Medienbeteiligungs KG
12142,20000000,10442808,2005,Brightlight Pictures
8968,20000000,67192859,2005,Senator International
1826,13000000,23727301,2005,TPS Cinéma
27594,11000000,0,2005,Surefire Film Productions
17455,4000000,0,2005,Neo Art & Logic
9921,0,0,2005,Teton Films
16456,0,0,2005,Edward R. Pressman Film
7295,0,0,2005,Screen Gems
1665,0,1928985,2005,Picturehouse Entertainment
12699,5000000,0,2005,Castel Film Romania
9042,30000000,15007991,2005,Cinerenta Medienbeteiligungs KG
1833,40000000,31670620,2005,1492 Pictures
13679,0,0,2005,Armada Films
15124,12000000,0,2005,Pink Productions
16048,0,0,2005,Innocent Pictures
10707,1500000,11098131,2005,Samuel Goldwyn Films
8332,1900000,0,2005,MedienKontor Movie GmbH
9968,18000000,0,2005,Ascendant Pictures
67,0,3357075,2005,Augustus Film
10845,3000000,0,2005,Velvet Steamroller Entertainment
14180,15000000,0,2005,Emmett Furla Oasis Films (EFO Films)
35320,0,0,2005,School of Life Productions Inc.
14166,0,0,2005,Prospect Pictures
18882,7500000,143000,2005,Artisan Entertainment
16411,1549000,7096000,2005,Sil-Metropole Organisation
58462,0,0,2005,Millennium Films
14457,0,0,2005,Primal Pictures
2287,0,0,2005,HSI Productions
10263,4750000,206871,2005,City Lights Pictures
28366,0,0,2005,"JCE Entertainment Ltd,"
6473,0,0,2005,Andrew Stevens Entertainment
2610,10284523,11588205,2005,Hyde Park Films
19495,25000000,0,2005,Ibrus
9701,35000000,25224242,2005,Participant Media
15624,450000,973525,2005,Gordonstreet Pictures
8008,0,0,2005,MJW Productions
24123,0,0,2005,First Look International
21891,0,0,2005,Once Upon a Time Films
124673,0,0,2005,British Broadcasting Corporation (BBC)
12920,0,0,2005,Hyde Park Entertainment
5145,0,0,2005,Monkey Productions S.L.
22747,0,0,2005,Rampage Entertainment
9787,25000000,13411957,2005,TriStar Pictures
16608,2000000,5048693,2005,UK Film Council
7182,0,0,2005,Outerbanks Entertainment
31446,0,0,2005,Baltic Film Group
10579,3500000,0,2005,Neo Art & Logic
9009,30000000,25473093,2005,Touchstone Pictures
11788,0,0,2005,HBO Films
9005,0,0,2005,Focus Features
13919,0,0,2005,Go Fish Pictures
15402,0,1410778,2005,John Wells Productions
10598,3000000,0,2005,Silver Nitrate Pictures
14933,0,0,2005,Impact Film & TV
18189,0,0,2005,Palisades Pictures
2566,0,0,2005,Fidélité Productions
9288,0,0,2005,Sweetpea Entertainment
20771,0,0,2005,Walt Disney Television Animation
20521,0,0,2005,Middle Fork Productions
6967,7000000,0,2005,Bayerischer Banken-Fonds
13498,40000000,0,2005,Revolution Studios
7509,0,10422387,2005,Echo Lake Productions
18825,0,0,2005,CALT Productions
25967,5000000,0,2005,Element Films
24029,0,0,2005,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)
24939,0,0,2005,Denholm Trading Inc.
18070,16000000,0,2005,Steamroller Productions
22559,0,0,2005,Walden Media
14147,0,0,2005,Bigel Entertainment
3527,11000000,0,2005,Reverse Angle International
17919,15000000,0,2005,For Sale Productions (Muse)
14644,0,0,2005,DD Productions
28512,0,0,2005,Silverstar Ltd.
24935,0,0,2005,Denholm Trading Inc.
868,3000000,9879971,2005,Industrial Development Corporation of South Africa
16998,0,0,2005,Cofimage 16
15907,12000000,0,2005,Pandora Pictures
14788,1600000,0,2005,Extension 765
18484,0,634074,2005,Wildcard Productions
31329,0,0,2005,France2 Cinéma
834,50000000,111340801,2006,Screen Gems
58,200000000,1065659812,2006,Jerry Bruckheimer Films
920,120000000,461983149,2006,Pixar Animation Studios
591,125000000,758239851,2006,Imagine Entertainment
9762,12000000,114194847,2006,Offspring Entertainment
950,80000000,660940780,2006,Twentieth Century Fox Animation
956,150000000,397850012,2006,Cruise/Wagner Productions
350,35000000,326551094,2006,Dune Entertainment
1422,90000000,289847354,2006,Media Asia Films
1581,85000000,194168700,2006,Universal Pictures
1124,40000000,109676311,2006,Syncopy
1593,110000000,574480841,2006,Twentieth Century Fox Film Corporation
1164,25000000,135330182,2006,Media Rights Capital
9693,76000000,69959751,2006,Strike Entertainment
8275,0,0,2006,Capital Arts Entertainment
1452,270000000,391081192,2006,Legendary Pictures
496,18000000,261572744,2006,Four By Two Productions
9339,82500000,237681299,2006,Columbia Pictures Corporation
10010,0,0,2006,DisneyToon Studios
9767,52000000,204999686,2006,Mosaic Media Group
388,45000000,184376254,2006,Universal Pictures
7518,80000000,155019340,2006,DreamWorks Animation
1427,50000000,132180323,2006,Nouvelles Éditions de Films (NEF)
1372,100000000,170877916,2006,Lonely Film Productions GmbH & Co. KG.
1948,12000000,42931041,2006,Lakeshore Entertainment
186,27000000,56308881,2006,FilmEngine
9036,40000000,120455994,2006,Spyglass Entertainment
9286,25000000,117719158,2006,Zide-Perry Productions
588,50000000,97607453,2006,Davis-Films
9655,20000000,33889159,2006,Lakeshore Entertainment
1381,35000000,15304890,2006,Warner Bros.
9836,100000000,384335608,2006,Kennedy Miller Productions
1246,24000000,155721132,2006,Revolution Studios
11619,149000000,64459316,2006,DreamWorks Animation
9904,80000000,37384046,2006,Contrafilm
7551,75000000,180557550,2006,Scott Free Productions
2486,100000000,249288105,2006,Twentieth Century Fox Film Corporation
2044,40000000,114830111,2006,Vertigo Entertainment
9297,75000000,140175006,2006,Amblin Entertainment
6877,50000000,88715192,2006,Scott Rudin Productions
1579,40000000,120175290,2006,Icon Entertainment International
9906,50000000,55181129,2006,DNA Films
9792,15000000,69623713,2006,Major Studio Partners
9513,0,141702264,2006,Dune Entertainment
10025,28000000,38159905,2006,Cheyenne Enterprises
1247,85000000,59908565,2006,American Zoetrope
9920,30000000,31070211,2006,Ultravi Productions
7985,15000000,0,2006,Summit Entertainment
82,135000000,163794509,2006,Forward Pass
9293,18000000,41009669,2006,Dune Entertainment
9044,31000000,28000000,2006,Epsilon Motion Pictures
3683,90000000,65900249,2006,Amblin Entertainment
1378,2000000,5179037,2006,Process Productions
4351,21000000,0,2006,El Norte Productions
9975,50000000,69834815,2006,Universal Pictures
9708,40000000,38755073,2006,Brightlight Pictures
7516,17000000,57103895,2006,StudioCanal
15163,0,0,2006,Roadside Attractions
11170,65000000,43545364,2006,Thunder Road Pictures
1491,40000000,86915017,2006,Stillking Films
12096,0,0,2006,International Production Company
1441,25000000,5549200,2006,3L Filmverleih
1717,55000000,9450897,2006,Rising Star
11565,40000000,138259062,2006,Regency Enterprises
3093,70000000,38629478,2006,Kanzaman
2295,5000000,26888376,2006,View Askew Productions
9718,72500000,162966177,2006,Apatow Productions
1402,55000000,307077295,2006,Escape Artists
1887,40000000,60474340,2006,Columbia Pictures Corporation
9959,37665000,14655628,2006,Revolution Studios
9969,0,47231070,2006,Regency Enterprises
14784,0,3669465,2006,Absolute Entertainment
1523,6000000,48027970,2006,Cowboy Films
214,10000000,163876815,2006,Twisted Pictures
7512,30000000,495303,2006,Ternion Pictures
9353,32000000,80197993,2006,Nickelodeon Movies
9676,50000000,49111202,2006,Davis-Films
503,160000000,181674817,2006,Next Entertainment
9310,17000000,7314027,2006,Depth of Field
14620,0,0,2006,FilmEngine
18615,16800000,2281089,2006,Edward R. Pressman Film
1819,54000000,130431368,2006,Kaplan/Perrone Entertainment
773,8000000,100523181,2006,Bona Fide Productions
9072,64000000,101595121,2006,Wayans Bros. Entertainment
9948,24000000,0,2006,DisneyToon Studios
2447,35000000,0,2006,Sound for Film
806,25000000,119188334,2006,11:11 Mediaworks
1251,19000000,68673228,2006,Amblin Entertainment
19595,0,0,2006,Wonderworld Studios
3509,8500000,5480996,2006,Warner Independent Pictures (WIP)
1262,30000000,53653224,2006,Three Strange Angels
1852,63000000,162945894,2006,Double Feature Films
9726,35000000,42064105,2006,Scott Free Productions
9592,1200000,0,2006,Orange Pictures
14202,19400000,0,2006,The Mark Gordon Company
313,12000000,1381665,2006,Rhombus Media
37725,15500000,7385434,2006,Icon Entertainment International
10073,20000000,48548426,2006,Epsilon Motion Pictures
9788,23000000,38505009,2006,Shady Acres Entertainment
9907,51000000,72779000,2006,Nickelodeon Movies
10741,0,0,2006,Bold Films
1125,70000000,154937680,2006,DreamWorks SKG
4441,0,2077763,2006,The New South Wales Film and Television Office
4643,70000000,55011732,2006,Firm Films
10063,0,1675484,2006,First Look Pictures
4723,17000000,374743,2006,Persistent Entertainment
11515,50000000,9448082,2006,The Saul Zaentz Company
17700,0,0,2006,Warner Bros.
10115,0,0,2006,Touchstone Pictures
9903,25000000,11772461,2006,The Mark Gordon Company
8975,20000000,22165608,2006,Pacific Film and Television Commission
8997,0,0,2006,Red Wagon Entertainment
10067,50000000,61112916,2006,Mandeville Films
9978,40000000,23937870,2006,"Weinstein Company, The"
14171,12000000,0,2006,Metro-Goldwyn-Mayer (MGM)
1440,26000000,0,2006,Standard Film Company
9957,0,0,2006,Revolution Studios
1123,0,4291965,2006,Studio Canal
9986,85000000,144,2006,Kerner Entertainment Company
12763,30000000,34742066,2006,Tiara Blu Films
14113,35000000,12506188,2006,Revolution Studios
13934,0,0,2006,Pixar Animation Studios
14191,12000000,23006849,2006,Storefront Pictures
9914,0,0,2006,Clubdeal
1116,6500000,22889018,2006,Matador Pictures
2207,55000000,65664721,2006,Cheyenne Enterprises
512,4000000,31584901,2006,Ingenious Film Partners
14062,5000000,0,2006,Möbius Entertainment
7511,20000000,0,2006,Mel's Cite du Cinema
1259,15000000,49469904,2006,Scott Rudin Productions
9829,15000000,76286096,2006,StudioCanal
13185,994000,165000,2006,Stealth Films Limited
9053,21000000,480314,2006,Constantin Film Produktion
1165,15000000,123384128,2006,Granada Film Productions
5820,60000000,77920346,2006,Dune Entertainment
182,32000000,5914908,2006,Section Eight Productions
9664,60000000,17800000,2006,Electric Entertainment
4474,0,60896147,2006,Regency Enterprises
7304,15000000,9500000,2006,True Grit Productions
1253,0,8974829,2006,Mirage Enterprises
1252,0,0,2006,Emmett/Furla Films
8588,0,0,2006,Filmstiftung Nordrhein-Westfalen
13668,25000000,16158487,2006,Relativity Media
1975,20000000,39143839,2006,Ghost House Pictures
10781,16000000,0,2006,Next Entertainment
15714,0,0,2006,Bluewater Pictures
14458,8000000,0,2006,Haxan Entertainment
5072,0,0,2006,Dan Films
19167,0,0,2006,Clubdeal
12225,0,2294291,2006,Ugly Duckling Films
1590,11000000,0,2006,Anomaly Entertainment
9754,45000000,82800000,2006,Thunder Road Pictures
2357,0,580527,2006,Mockingbird Pictures
14624,0,0,2006,Dean River Productions
15213,0,16627188,2006,Starz Animation
13495,24000000,23321954,2006,Estudios Picasso
9782,0,0,2006,IFC Films
9895,20000000,41237648,2006,Morgan Creek Productions
19100,0,0,2006,La Petite Reine
9841,0,0,2006,Flame Ventures
24180,0,0,2006,Alquimia Cinema
8436,0,0,2006,Les Films à Un Dollar
5393,0,0,2006,Lionsgate
14474,5000000,0,2006,Ambush Entertainment
10053,15000000,66966987,2006,Screen Gems
9672,13000000,1151330,2006,Longfellow Pictures
12795,500000,745327,2006,Luna Filmproduktion
6641,0,0,2006,Skyline Films
10886,8000000,0,2006,Medusa Film
8324,0,0,2006,Participant Productions
10288,8000000,426224,2006,Astral Media
7859,700000,0,2006,Hunting Lane Films
12526,4000000,8059140,2006,L.I.F.T. Production
9697,75000000,42285169,2006,Warner Bros.
19344,900000,0,2006,Divine Light Pictures
24624,15000000,0,2006,Andrew Stevens Entertainment
14823,0,0,2006,LTB Films Limited
3603,0,4946225,2006,Live Stock Films
10085,0,0,2006,YMIR Productions
2168,850000,0,2006,M2 Entertainment
18858,0,0,2006,Baker Street
15077,0,0,2006,Milky Way Image Company
1967,0,0,2006,Cruise/Wagner Productions
17287,0,0,2006,Poultry Productions LLC
18870,7000000,0,2006,Scion Films Limited
21427,0,29326868,2006,TF1 Films Production
13171,0,3091922,2006,2929 Productions
24801,0,0,2006,Spotted Cow Productions
38163,0,0,2006,Chicagofilms
10007,8000000,0,2006,WWE Studios
134777,0,0,2006,Motel Man Productions
8618,4000000,13401952,2006,BBC Films
14055,0,210128,2006,Neal Street Productions
16727,12000000,20138836,2006,Mirabai Films
1781,1000000,46243000,2006,Participant Media
1730,0,849055,2006,Inland Empire Productions
11494,0,0,2006,Baker Street
9773,0,0,2006,Ealing Studios
14930,0,0,2006,Equity Pictures Medienfonds GmbH & Co. KG
13754,0,0,2006,Asmik Ace Entertainment
34204,0,0,2006,Just Singer Entertainment
11798,2380000,8176544,2006,UK Film Council
14938,0,0,2006,Endgame Entertainment
15495,0,0,2006,Industrial City Films
8194,0,516139,2006,Belladonna Productions
13162,0,834457,2006,Milcoz Films
13728,0,0,2006,Eskwad
6948,0,0,2006,Furst Films
17,0,0,2006,Impact Pictures
14518,2300000,0,2006,Storm Studio
10069,9000000,27105095,2006,Hollywood Pictures
16276,0,0,2006,TPS Star
10093,15000000,11992014,2006,Intrepid Pictures
10854,0,0,2006,Millennium Films
14064,2000000,300000,2006,Vertigo Productions
9526,0,0,2006,GreeneStreet Films
18437,0,0,2006,3 Ring Circus Films
50787,0,0,2006,Starz Entertainment
57784,0,0,2006,Shouldn't Throw Stones
9924,0,0,2006,Clubdeal
13551,0,0,2006,Bruin Grip Services
15590,0,0,2006,Sobini Films
13650,0,0,2006,Artina Films
13508,1000000,1678874,2006,Plinyminor
9727,5000000,0,2006,North by Northwest Entertainment
9847,0,0,2006,Raw Entertainment
13751,8000000,18948425,2006,2929 Productions
9796,10000000,0,2006,Fox Atomic
15534,0,0,2006,Blumhouse Productions
19312,3500000,0,2006,Active Entertainment
12271,7000000,0,2006,L.I.F.T. Production
8421,0,0,2006,Naflastrengir
14845,0,0,2006,Archer Entertainment
19323,0,0,2006,Warner Bros. Animation
15314,0,0,2006,Trigger Street Productions
16237,0,0,2006,Warner Bros. Feature Animation
7839,0,0,2006,Fugitive Films
15667,0,0,2006,Zik Zak Kvikmyndir
16070,0,302179,2006,Independent Film Channel (IFC)
24970,0,0,2006,Columbia Music Video
43960,0,0,2006,Schneiders Bakery
19213,8300000,0,2006,Pledge This Holdings
18276,0,0,2006,Hoot Productions LLC
37609,0,0,2006,BrownHouse Productions
26518,300000,0,2006,Washington Square Films
16083,8000000,382267,2006,Furst Films
12586,0,0,2006,Metanoia Films
14137,0,0,2006,CKRush Entertainment
12713,0,0,2006,Procirep
13713,0,0,2006,StudioCanal
4641,0,0,2006,Just Singer Entertainment
13816,0,0,2006,Forensic Films
10004,0,0,2006,Touchstone Television
673,130000000,789804554,2004,Warner Bros.
393,30000000,152159461,2004,A Band Apart
9801,50000000,40203020,2004,Universal Pictures
38,20000000,72258126,2004,This Is That Productions
9806,92000000,631442092,2004,Pixar Animation Studios
2502,75000000,288500217,2004,The Kennedy/Marshall Company
652,175000000,497409852,2004,Warner Bros.
2059,100000000,347451894,2004,Jerry Bruckheimer Films
2048,120000000,347234916,2004,Laurence Mark Productions
1824,75000000,196482882,2004,Happy Madison Productions
7131,160000000,300257475,2004,Stillking Films
1487,66000000,99318987,2004,Dark Horse Entertainment
5255,165000000,305875730,2004,Golden Mean
809,150000000,919838758,2004,Pacific Data Images (PDI)
1954,13000000,96060858,2004,FilmEngine
1577,45000000,129394835,2004,Constantin Film Ltd.
163,110000000,362744280,2004,Section Eight
693,80000000,516642939,2004,Universal Pictures
435,125000000,544272402,2004,Twentieth Century Fox Film Corporation
2567,116000000,102000000,2004,Forward Pass
1538,65000000,217764291,2004,DreamWorks SKG
747,4000000,30039392,2004,Big Talk Productions
36648,65000000,128905366,2004,Amen Ra Films
10304,7000000,0,2004,Tippett Studio
594,60000000,219417255,2004,Amblin Entertainment
11774,140000000,209073645,2004,Scott Rudin Productions
70,30000000,216763646,2004,Malpaso Productions
8920,50000000,200804534,2004,Davis Entertainment
11430,0,0,2004,Walt Disney Animation Australia
10555,75000000,367275019,2004,Pacific Data Images (PDI)
5137,70000000,57958696,2004,Natural Nylon Entertainment
12242,0,0,2004,SD Entertainment
11836,30000000,140161792,2004,Nickelodeon Movies
9711,0,0,2004,Metro-Goldwyn-Mayer (MGM)
1640,6500000,98410061,2004,Yari Film Group
10096,37000000,96455697,2004,Revolution Studios
10591,25000000,30411183,2004,Epsilon Motion Pictures
11024,0,181466833,2004,Warner Bros.
866,25000000,116766556,2004,Film Colony
11247,19000000,70067909,2004,Warner Bros.
395,70000000,171183863,2004,Studio Babelsberg
9472,20000000,167722310,2004,Red Hour Films
10045,12000000,9584131,2004,TF1 Films Production
1966,155000000,167298192,2004,Intermedia Films
176,1200000,103911669,2004,Evolution Entertainment
558,200000000,783766341,2004,Columbia Pictures Corporation
9352,25000000,20796847,2004,The Montecito Picture Company
9509,70000000,130293714,2004,Fox 2000 Pictures
5966,42000000,171963386,2004,Jersey Films
7220,33000000,54700105,2004,VIP 3 Medienfonds
314,100000000,82102379,2004,DiNovi Pictures
13673,60000000,0,2004,1492 Pictures
924,28000000,102356381,2004,Strike Entertainment
9477,120000000,203567857,2004,World 2000 Entertainment
2789,105000000,115772733,2004,One Race Productions
2539,80000000,55041367,2004,Columbia Pictures Corporation
1586,40000000,92913171,2004,Pariah Entertainment Group
4836,6500000,11850214,2004,Marv Films
10589,60000000,61347797,2004,Contrafilm
14623,57000000,28283637,2004,Working Title Films
10733,145000000,25819961,2004,Touchstone Pictures
80,2700000,15992615,2004,Detour Film Production
1970,10000000,183474602,2004,Vertigo Entertainment
14462,80000000,96105964,2004,Scott Rudin Productions
4553,5000000,8203235,2004,Castelao Producciones
11045,25000000,36609966,2004,Robert Simonds Productions
8849,60000000,13395939,2004,Patalex Productions
14247,0,0,2004,Sandstorm Films
9541,35000000,36098382,2004,Beverly Detroit
9890,90000000,102000000,2004,De Line Pictures
11633,10000000,1461989,2004,Tokyo Broadcasting System (TBS)
13700,110000000,103951461,2004,Walt Disney Feature Animation
2023,100000000,108103450,2004,Touchstone Pictures
1599,22000000,0,2004,Scott Rudin Productions
1777,6000000,119114517,2004,Fellowship Adventure Group
12153,37000000,113086475,2004,Revolution Studios
205,17500000,38000000,2004,United Artists
10367,2800000,0,2004,TriStar Pictures
11358,56000000,57223890,2004,Mandeville Films
13572,50000000,25195000,2004,Kopelson Entertainment
21385,0,0,2004,DisneyToon Studios
2841,47000000,0,2004,Warner Bros. France
3989,32000000,50907422,2004,Scott Rudin Productions
13378,0,0,2004,DisneyToon Studios
11025,0,0,2004,DiNovi Pictures
5552,24665810,0,2004,RF2K Productions
9675,16000000,109502303,2004,Michael London Productions
10762,19000000,69631118,2004,De Line Pictures
9384,60000000,170268750,2004,Warner Bros.
16791,0,0,2004,Endgame Entertainment
6947,60000000,256697520,2004,Touchstone Pictures
2122,40000000,26155781,2004,Franchise Pictures
11237,20000000,70992898,2004,Middle Fork Productions
10677,25000000,27685016,2004,Lions Gate Films
2003,0,0,2004,CB Films
10740,20000000,0,2004,New Line Cinema
11081,45000000,65470529,2004,Atmosphere Entertainment MM
9833,70000000,154648887,2004,Warner Bros.
438,825000,0,2004,Lions Gate Entertainments
401,2500000,26781723,2004,Double Feature Films
8193,400000,46118097,2004,Napoleon Pictures Limited
13969,30000000,0,2004,Epsilon Motion Pictures
11026,80000000,78000586,2004,Dominion Productions
11208,30000000,13001257,2004,Metro-Goldwyn-Mayer (MGM)
10204,110000000,72178895,2004,Walden Media
10046,53000000,0,2004,La Petite Reine
11137,0,0,2004,Lions Gate Films
12450,0,0,2004,Hallmark Entertainment
29979,0,371396,2004,Cornice Entertainment
10145,42000000,117575636,2004,Jinks/Cohen Company
15566,45000000,14793624,2004,LivePlanet
7548,0,0,2004,Isle of Man Film
15775,0,0,2004,Tapestry Films
18804,0,0,2004,Movision
11109,11000000,0,2004,Les Films Alain Sarde
14207,0,0,2004,Turner Network Television (TNT)
11866,45000000,21009180,2004,Davis Entertainment
11058,25000000,30114487,2004,2929 Productions
41171,0,0,2004,Neverland Films
13416,30000000,61255921,2004,Imagine Entertainment
5516,0,0,2004,The Jacobson Company
9688,0,20085825,2004,Gravier Productions
