id,budget,revenue,release_year,keywords
21448,0,0,2001,original
5852,53000000,29700000,2001,original
11457,18000000,0,2001,original
6440,0,0,2001,original
11313,31000000,24185781,2001,original
1548,0,0,2001,original
2176,30000000,23619609,2001,original
2749,60000000,56359980,2001,original
11065,0,16017403,2001,original
9397,80000000,98376292,2001,original
10050,10000000,0,2001,original
8489,107000000,87713825,2001,original
331214,0,125000000,2001,original
10972,1500000,373967,2001,original
11371,68000000,71069884,2001,original
1365,4000000,44909486,2001,original
10956,17700000,30987695,2001,original
10877,50000000,79958599,2001,original
2575,21000000,28008462,2001,original
1921,40000000,65754228,2001,original
8386,12000000,31155435,2001,original
10646,11000000,23430766,2001,original
11086,72000000,37317558,2001,original
12138,62000000,18720175,2001,original
23949,100000,490475,2001,original
28635,0,0,2001,original
14034,45000000,0,2001,original
10016,28000000,14010832,2001,original
10878,22000000,19351569,2001,original
2779,0,0,2001,original
11091,48000000,35743308,2001,original
10706,10000000,0,2001,original
12610,75000000,13596911,2001,original
10778,0,0,2001,original
9104,15000000,0,2001,original
10491,0,15705007,2001,original
9799,38000000,207283925,2001,original
441,6000000,705308,2001,original
9816,13000000,91038276,2001,original
19076,0,0,2001,original
9517,0,480811,2001,original
59940,0,0,2001,original
1999,1700000,0,2001,original
10054,35000000,147934180,2001,original
5955,35000000,29400000,2001,original
13403,0,0,2001,original
9991,0,0,2001,original
11090,22000000,84772742,2001,original
7501,15000000,12000000,2001,original
14543,0,0,2001,original
56715,0,0,2001,original
10691,13000000,16929123,2001,original
16229,0,0,2001,original
28171,0,0,2001,original
10477,94000000,54744738,2001,original
14369,24000000,14782676,2001,original
11845,0,0,2001,original
27601,500000,0,2001,original
5764,0,0,2001,original
13496,35000000,13678913,2001,original
9740,87000000,351692268,2001,original
11456,75000000,54249294,2001,original
2084,13000000,0,2001,original
19405,10000000,44460850,2001,original
26290,0,0,2001,original
4965,40000000,0,2001,original
32577,0,0,2001,original
20755,0,0,2001,original
9523,0,0,2001,original
13503,0,0,2001,original
12660,0,741394,2001,original
26602,34000000,19693891,2001,original
2171,5000000,295206,2001,original
10984,0,0,2001,original
11088,35000000,0,2001,original
38975,0,0,2001,original
4012,1500000,416925,2001,original
23685,75000000,5409517,2001,original
16550,0,0,2001,original
20536,0,0,2001,original
18976,0,0,2001,original
10615,0,0,2001,original
12312,38000000,0,2001,original
1783,0,0,2001,original
11889,0,0,2001,original
11469,0,0,2001,original
9648,0,0,2001,original
26976,0,0,2001,original
15601,0,0,2001,original
331,93000000,368780809,2001,original
15192,0,0,2001,original
19366,22000000,0,2001,original
1722,57000000,62112895,2001,original
28308,0,0,2001,original
37632,0,0,2001,original
13166,0,0,2001,original
26840,0,0,2001,original
29742,0,0,2001,original
15647,1000000,10013424,2001,original
30416,0,0,2001,original
11370,40000000,27053815,2001,original
35080,7000000,3646994,2001,original
